datetime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2011-06-17,-0.03648153,0.012318346,-0.12599038,-0.15046534,-0.23439719,-0.13130395,-0.112681605,-0.18305555,-0.19736375,-0.25065887,-0.24043718,-0.07199198,0.045698985,0.10257635,0.054575127,-0.06841338,-0.008660903,-0.077514134,-0.06585904,-0.27822754,-0.38449335,-0.15260176,0.01493086,0.0850591
2011-06-18,-0.0061039166,-0.11380811,-0.17106174,-0.21032196,-0.23584159,-0.13439892,-0.10139302,-0.1477996,-0.2226308,-0.26355988,-0.27453536,-0.12935965,-0.06139706,-0.014705827,-0.051866207,-0.15421374,-0.117447436,-0.25243837,-0.24852261,-0.50562227,-0.49228558,-0.30362275,-0.073111124,-0.040283684
2011-06-19,-0.25940645,-0.20259038,-0.3568934,-0.28949088,-0.33109218,-0.31122696,-0.27865958,-0.52361584,-0.500148,-0.517993,-0.5759206,-0.44669062,-0.2985121,-0.362959,-0.3078259,-0.3905685,-0.36990038,-0.53653556,-0.4366389,-0.6585205,-0.74315274,-0.52795345,-0.21690153,-0.25452083
2011-06-20,-0.19101153,-0.25326174,-0.28465256,-0.16819881,-0.20773202,-0.15626411,-0.11862484,-0.34105724,-0.30176923,-0.38229167,-0.50094855,-0.35881826,-0.23742476,-0.25834352,-0.1560783,-0.24525845,-0.28835392,-0.3774391,-0.33525676,-0.7288891,-0.76933455,-0.47292414,-0.2305754,-0.147718
2011-06-21,-0.08110553,-0.16014816,-0.23289175,-0.32432097,-0.27983713,-0.20429383,-0.14762399,-0.09192696,-0.2140512,-0.29934406,-0.35342845,-0.15847531,-0.21324632,-0.0026838342,-0.033526707,-0.05408844,0.054905817,-0.08821585,-0.23454729,-0.64161134,-0.5311229,-0.35301536,-0.06310721,-0.055808835
2011-06-22,-0.09415086,-0.11853311,-0.26469183,-0.3885669,-0.34538212,-0.23809248,-0.098099,-0.08470201,-0.13731901,-0.19465652,-0.12064294,0.09388676,0.008094873,0.108028844,0.21319799,0.13190442,0.15362959,0.015544182,-0.19218601,-0.6367645,-0.4468871,-0.26424348,0.061803885,0.0017980988
2011-06-23,-0.13140504,-0.22191082,-0.39231974,-0.38852522,-0.32746747,-0.19217798,-0.13297173,-0.22534165,-0.35995328,-0.3897002,-0.3556214,-0.18264723,-0.12521304,-0.07130398,-0.0029794262,-0.06914335,-0.046967365,-0.1798248,-0.3367574,-0.6176902,-0.55960816,-0.40174246,-0.08848908,-0.093420975
2011-06-24,-0.16570336,-0.14252134,-0.3143628,-0.31489834,-0.28536242,-0.14404817,-0.10611164,-0.12886569,-0.276606,-0.3023185,-0.32989898,-0.092895254,-0.047622334,-0.05805887,-0.017192103,-0.04097775,-0.05633106,-0.17433527,-0.28035235,-0.63748395,-0.5364537,-0.38731188,-0.056169312,-0.072691925
2011-06-25,-0.13496016,-0.10413142,-0.2463384,-0.30474818,-0.23052281,-0.16778304,-0.098305814,-0.009190206,-0.15725973,-0.16567558,-0.16994132,-0.054413285,-0.03571352,0.016558563,0.04427006,0.07352122,0.034961425,-0.10734299,-0.17504434,-0.5754606,-0.5044977,-0.27082157,-0.055818155,-0.027427863
2011-06-26,-0.0466306,0.055393834,-0.2113276,-0.21266346,-0.25056306,-0.14677478,-0.030506913,-0.14139508,-0.1888113,-0.2003487,-0.24327165,-0.06612325,0.05811715,0.06295519,0.16121632,0.16450046,0.14070986,0.033266723,-0.038525563,-0.361478,-0.52908957,-0.22711994,0.03933647,0.019866286
2011-06-27,-0.041068308,-0.05718358,-0.2402689,-0.17327218,-0.16898918,-0.052390635,-0.02553396,-0.10131511,-0.18060367,-0.25411347,-0.2635617,-0.07684577,0.04967955,0.022714365,0.10049378,0.11541473,0.06031741,0.01775773,-0.032387815,-0.3404677,-0.52662534,-0.23106927,-0.007421238,-0.012026117
2011-06-28,-0.15812442,-0.10113217,-0.19700834,-0.22017719,-0.19945523,-0.102272004,-0.06740049,-0.15467185,-0.2118392,-0.43914586,-0.37104595,-0.20735207,-0.11549695,0.053888354,0.16029829,-0.0072678463,0.018007638,0.013138259,-0.21047159,-0.5065142,-0.708993,-0.51551926,-0.22867233,-0.2196688
2011-06-29,-0.21494374,-0.12468479,-0.29942054,-0.35421377,-0.3319974,-0.17208079,-0.092057176,-0.13642219,-0.27800685,-0.44005787,-0.3679798,-0.2610669,-0.12928903,0.047399115,0.08952459,-0.05700913,0.022456372,0.0026609444,-0.28152782,-0.55210435,-0.64421105,-0.41537797,-0.1746476,-0.2173165
2011-06-30,-0.22890425,-0.17105722,-0.33685154,-0.37013564,-0.35232368,-0.1782655,-0.13770372,-0.2772406,-0.42312288,-0.58837265,-0.5006616,-0.3194338,-0.14841951,-0.042672105,0.018342054,-0.10390081,-0.022846995,-0.11064117,-0.3962893,-0.6155158,-0.6687202,-0.52149534,-0.20933256,-0.21170382
2011-07-01,-0.14155112,-0.12079189,-0.26166767,-0.28257525,-0.32029763,-0.17465469,-0.11295871,-0.19141188,-0.27148998,-0.47317162,-0.4135252,-0.27013284,-0.10579995,-0.059428,-0.027050246,-0.1790667,-0.12537064,-0.20233221,-0.3585636,-0.5984428,-0.64788336,-0.50686646,-0.18130355,-0.20219639
2011-07-02,-0.1610529,-0.19740304,-0.25798708,-0.3432162,-0.34593755,-0.25619557,-0.11427693,-0.18085295,-0.30153897,-0.36463866,-0.30101004,-0.24660957,-0.08017182,-0.021829706,0.030875247,-0.06709511,-0.06212277,-0.14871903,-0.3381856,-0.5771137,-0.61884475,-0.4537221,-0.20499504,-0.19221301
2011-07-03,-0.1659289,-0.17527902,-0.26990652,-0.31401727,-0.37611872,-0.3194141,-0.24676578,-0.36660123,-0.36445892,-0.45114,-0.3584754,-0.2786937,-0.14247985,-0.07486195,0.10134842,-0.016135588,-0.012944627,-0.06565652,-0.24213076,-0.56238735,-0.6015055,-0.37202594,-0.15544128,-0.2081143
2011-07-04,-0.10108725,-0.13473506,-0.32765174,-0.25647414,-0.3788079,-0.22060251,-0.13552529,-0.20358053,-0.31689313,-0.43212345,-0.39703637,-0.2785655,-0.11309286,0.02721507,0.14825471,-0.10658436,-0.071472,-0.09991102,-0.34723088,-0.6144966,-0.70844114,-0.44027877,-0.18318385,-0.24825352
2011-07-05,-0.071596876,-0.08746383,-0.26013368,-0.30277333,-0.32982904,-0.1540399,-0.09801741,-0.1768871,-0.31767756,-0.45619163,-0.3439986,-0.2434336,-0.18017404,0.017263992,0.09055357,-0.120892726,-0.0743888,-0.13365555,-0.42249382,-0.6645717,-0.7255027,-0.48229682,-0.19103864,-0.1821516
2011-07-06,-0.071618475,-0.039557315,-0.20731668,-0.23564996,-0.26544917,-0.055202745,-0.05075712,-0.106929824,-0.27772433,-0.38155296,-0.27106082,-0.14814954,-0.040876154,0.10584725,0.084521875,-0.05171806,0.030783271,-0.07405015,-0.30248532,-0.5656047,-0.62469697,-0.361945,-0.15760687,-0.16945478
2011-07-07,0.02214192,0.062484346,-0.10106424,-0.17853454,-0.2104607,0.0076902965,-0.048034366,-0.15085122,-0.2844346,-0.38433415,-0.2657995,-0.14950468,-0.06486003,0.038098462,0.050770745,-0.07949748,-0.014273571,-0.12130132,-0.2911347,-0.5684596,-0.5600719,-0.38028812,-0.1270071,-0.12268412
2011-07-08,0.028819185,0.039251044,-0.06899161,-0.16838162,-0.15919764,-0.011717049,-0.018961921,-0.0022105754,-0.12183585,-0.21745923,-0.13549781,-0.041679535,-0.055154465,0.062557556,0.106262214,0.023488171,0.07626466,-0.026974728,-0.11723083,-0.5559212,-0.55220014,-0.36368713,-0.11990762,-0.14272998
2011-07-09,-0.03490216,-0.008627916,-0.11993622,-0.23725764,-0.21332264,-0.08266802,-0.06641524,-0.06200568,-0.2779734,-0.29778016,-0.21308954,-0.15398747,-0.1669553,0.0011621932,0.054837227,-0.015792986,0.038811225,-0.058493115,-0.1879025,-0.5688507,-0.58848405,-0.29782403,-0.12665892,-0.15800565
2011-07-10,-0.0011478509,0.04638268,-0.20017871,-0.203295,-0.27015492,-0.17936617,-0.1586136,-0.2725672,-0.3610022,-0.39251557,-0.3141437,-0.15446505,-0.06171859,-0.00494196,0.117522955,0.10104685,0.0681144,0.033831026,-0.18688153,-0.4644723,-0.5685048,-0.19833632,-0.047494855,-0.12194013
2011-07-11,-0.06886634,0.028857177,-0.060309846,-0.05678014,-0.15340145,-0.12673739,-0.12194632,-0.22272046,-0.3225014,-0.42277578,-0.27912104,-0.1648015,0.006010857,0.056925327,0.07368226,0.07865967,0.0005861716,-0.022958359,-0.31991786,-0.6540185,-0.6672884,-0.29453683,-0.15484138,-0.100384854
