datetime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2011-06-17,0.015660986,0.007379581,0.14204502,0.040513776,0.089488834,0.15371455,0.246973,0.25002307,0.21951166,0.20750669,0.2708093,0.13731451,0.21080814,0.27800515,0.23360543,0.19292997,0.16155553,0.11607876,0.15764214,0.057223346,0.058763277,0.11909349,0.07328341,0.10247578
2011-06-18,0.011621401,0.05958335,0.18354791,0.07854454,0.10133838,0.080094755,0.06265862,-0.011114263,0.03685407,0.12512723,0.096618265,0.002932434,0.08905068,0.1200178,0.10216616,0.0057448503,0.026877977,-0.009298487,0.030994117,-0.07556778,0.011191295,0.0002222825,0.08868594,0.105465256
2011-06-19,-0.21709597,-0.11015012,-0.001720965,-0.112698756,0.053798977,0.22919713,-0.3063096,-0.62689835,-0.6131867,-0.5515886,-0.6089251,-0.4645638,-0.52042675,-0.44070515,-0.33413368,-0.3923857,-0.43498322,-0.34195247,-0.4219043,-0.6016132,-0.5797236,-0.45309812,-0.19430721,-0.15661794
2011-06-20,-0.24065405,-0.27418825,-0.06616774,-0.11832121,0.004017971,0.07268316,0.2170814,0.40952426,0.30202886,0.29716498,0.3264003,0.19946331,0.24602298,0.3998409,0.3291494,0.40277904,0.283521,0.27551875,0.44918978,0.25921574,0.17773673,0.1385024,0.09095287,0.15078321
2011-06-21,-0.09907293,-0.107330725,-0.027099345,-0.057879183,-0.059537336,-0.027135158,0.043368455,0.1050754,0.0033762588,-0.0048857345,0.022132542,-0.11038083,0.044260632,0.07557202,0.09981463,0.10614167,0.07218609,0.08198251,0.14104621,0.055465523,-0.047699004,-0.013334627,-0.034846086,-0.015691776
2011-06-22,-0.07426381,-0.11092776,-0.019120075,-0.06784234,-0.084511936,-0.02582313,0.06476088,0.14494048,0.0042459504,0.092847675,0.031649202,-0.07022948,0.033314273,0.03362034,0.062147163,0.028731057,0.079658225,-8.599367E-05,0.05607013,0.003915218,-0.040588792,-0.022324812,-0.004633507,0.04651131
2011-06-23,-0.020434031,-0.09692401,-0.031267982,-0.08571833,-0.04046419,0.040160436,0.019721085,0.0075913067,-0.10991585,-0.04161595,-0.06579552,-0.0065839197,0.019463422,0.007912074,0.07586469,0.061149184,0.08850463,0.047311857,0.02429202,-0.017926807,-0.10225768,0.011543895,-0.011694491,0.03951423
2011-06-24,-0.06461415,-0.056862887,0.05910538,-0.022968473,0.07444925,0.048369996,0.19804311,0.20573822,0.14354463,0.119864285,0.14536242,0.033958085,0.11178175,0.17220932,0.12494293,0.10160813,0.08956898,0.044790868,0.014604568,-0.009046779,0.027212398,0.085234284,0.065427944,0.07824361
2011-06-25,-0.059490617,0.042259365,0.11113667,0.030138448,0.06548485,0.004292293,0.0463422,0.030648118,0.006935245,0.062523685,0.04398696,-0.050989743,0.059054226,0.0781586,0.0679254,-0.003670769,0.044922236,0.010653484,0.05181139,-0.08437352,0.07237427,0.048704356,0.09166682,0.09028371
2011-06-26,-0.06523753,0.09542057,0.12783614,0.020440297,0.038548976,-0.04533455,0.08423281,-0.057459448,-0.03348399,0.025062155,-0.13499169,-0.04273985,0.030947434,0.03855224,0.0013642773,-0.018439056,0.07074434,0.027048536,0.0019971107,-0.13661963,0.083888486,0.09708005,0.1448544,0.15457207
